"","mod.st.jan","mod.st.feb","mod.st.mar","mod.st.apr","mod.st.may","mod.st.jun","mod.st.jul","mod.st.aug","mod.st.sep","mod.st.oct","mod.st.nov","mod.st.dec","convert.code","Lat","Lon"
"8783",-0.133408247349507,-0.080307370585615,-0.121652556291622,0.145825121435166,0.594895318090266,-0.255051769023169,-0.0640582156226515,-0.118761429294011,0.227588262009249,0.445300606987644,0.224798726365691,0.312239015129649,3,45.30041685,-87.71606701
"8921",-0.254624553284714,-0.165286589245341,-0.0691525076504149,0.26078972361114,-0.150416438425907,-0.195237664661988,-0.218745600821762,-0.201994037819418,-0.0828109601922051,-0.159063574104948,0.0660385441573226,0.0438532598911934,3,45.20881039,-90.64747369
"8990",0.139235919520843,0.105663729993069,0.36549286765279,1.11358058685181,0.584574970462995,-0.0476077328170845,-0.0623696697731475,0.0622486465161955,0.213116553155089,0.412862835493797,0.217850106833339,0.189026402761613,3,45.20881039,-84.32662804
"8991",0.162539023678278,0.136037355837914,0.366938078393503,1.05986216895064,0.604734723055515,-0.0170374162338476,-0.0397497627430425,0.0937617018888659,0.233445431877328,0.44132994796297,0.272667343518549,0.244028998400438,3,45.20881039,-84.23502158
"9162",0.0865365066852064,0.0777011207291594,0.316490350611105,0.959673201327121,0.589775374918986,-0.0950860217430431,-0.110510616504598,0.0202130462985792,0.202249126710683,0.418380153768567,0.257187654055599,0.2139894246111,3,45.11720393,-84.14341512
"9496",-0.273438896143489,-0.310795576067164,0.15944337776159,0.842924456697517,0.406928847951406,-0.207644189803261,-0.247713664178264,-0.121176626363365,0.0408477937199336,0.245303063935182,-0.0215000920000534,-0.25798404145138,3,44.93399102,-84.69305387
"9499",-0.167092261296318,-0.256824695062505,0.239275105097192,0.981453558672854,0.533729811168996,-0.25585871056478,-0.310938847115722,-0.163402067613447,0.0433603233888675,0.265872843432078,0.0397949504699113,-0.158638322511592,3,44.93399102,-84.4182345
"9500",-0.135141845803219,-0.238162523782421,0.255287590606486,1.00084305756178,0.571890540891275,-0.261930420513863,-0.316893760631899,-0.169708374002312,0.046156418083342,0.27200723773143,0.063623715293943,-0.126876427486138,3,44.93399102,-84.32662804
"9501",-0.101743194317123,-0.202558679372657,0.271118571731506,0.999835980185196,0.595622273692072,-0.266265483032441,-0.317397676615712,-0.161683802870357,0.0623263051180629,0.291126267055574,0.097435221245405,-0.0786187602083714,3,44.93399102,-84.23502158
"9502",-0.0725981501180968,-0.166251333863443,0.283010171268529,0.975132188209898,0.610961654861171,-0.261154003384263,-0.307694584212925,-0.151268612794013,0.0765662124398432,0.315667840892047,0.141895001425951,-0.0237500472893544,3,44.93399102,-84.14341512
